Student_ID,Parent_Education_Level,Family_Income_Level,Internet_Access_at_Home,Stress_Level (1-10)
S3607,None,Medium,No,5
S3608,Master's,Low,No,10
S3609,None,High,No,9
S3610,Master's,Low,No,9
S3611,Master's,Low,No,8
S3612,High School,High,No,3
S3613,High School,Medium,No,9
S3614,Master's,Low,No,3
S3615,High School,Low,Yes,9
S3616,Bachelor's,Low,Yes,2
S3617,Master's,High,No,7
S3618,High School,Low,Yes,2
S3619,None,Medium,Yes,5
S3620,None,Medium,Yes,2
S3621,None,High,Yes,8
S3622,PhD,High,No,2
S3623,None,High,No,9
S3624,None,High,No,2
S3625,Bachelor's,Medium,Yes,4
S3626,Bachelor's,High,Yes,7
S3627,PhD,Low,Yes,9
S3628,Bachelor's,Medium,No,3
S3629,High School,High,No,2
S3630,None,High,Yes,6
S3631,High School,Low,No,1
S3632,PhD,Medium,No,5
S3633,High School,Medium,Yes,8
S3634,High School,Low,Yes,3
S3635,High School,Low,No,5
S3636,Bachelor's,High,Yes,9
S3637,None,Low,No,1
S3638,High School,Low,No,9
S3639,Master's,Low,No,1
S3640,None,Medium,Yes,4
S3641,None,Medium,Yes,1
S3642,Master's,Low,Yes,8
S3643,PhD,Low,No,7
S3644,PhD,Medium,Yes,3
S3645,None,Low,Yes,5
S3646,Bachelor's,Low,Yes,2
S3647,PhD,Medium,No,10
S3648,PhD,Low,No,5
S3649,High School,Low,Yes,5
S3650,High School,Medium,Yes,9
S3651,PhD,High,No,5
S3652,Bachelor's,Low,Yes,2
S3653,High School,Low,No,3
S3654,Bachelor's,Low,No,6
S3655,None,High,Yes,1
S3656,Bachelor's,Medium,Yes,6
S3657,High School,Medium,Yes,5
S3658,Master's,Medium,No,2
S3659,Bachelor's,Medium,No,2
S3660,PhD,Low,Yes,2
S3661,Bachelor's,High,No,3
S3662,Bachelor's,High,Yes,10
S3663,Bachelor's,Medium,No,2
S3664,PhD,Medium,Yes,3
S3665,Bachelor's,Low,Yes,9
S3666,Master's,Medium,No,3
S3667,PhD,Medium,Yes,7
S3668,Master's,Medium,Yes,3
S3669,Master's,Medium,Yes,6
S3670,Master's,High,Yes,9
S3671,PhD,Medium,No,6
S3672,High School,Medium,Yes,4
S3673,PhD,Low,No,5
S3674,Bachelor's,Medium,Yes,8
S3675,Master's,Medium,Yes,8
S3676,Bachelor's,Low,Yes,7
S3677,Master's,Low,Yes,5
S3678,Master's,Medium,Yes,9
S3679,Bachelor's,Low,No,1
S3680,None,Low,Yes,4
S3681,Master's,Medium,No,10
S3682,None,High,Yes,7
S3683,PhD,Low,No,5
S3684,Master's,Medium,No,4
S3685,Master's,Low,Yes,5
S3686,PhD,High,Yes,1
S3687,Bachelor's,High,Yes,4
S3688,Bachelor's,Medium,Yes,1
S3689,None,High,No,2
S3690,PhD,Medium,Yes,9
S3691,Master's,Medium,Yes,5
S3692,None,Low,No,9
S3693,Bachelor's,Medium,No,9
S3694,Master's,Low,No,10
S3695,Bachelor's,Low,No,5
S3696,None,Low,Yes,3
S3697,Bachelor's,Low,No,4
S3698,Bachelor's,Medium,No,5
S3699,PhD,High,No,6
S3700,None,Medium,No,6
S3701,Master's,High,No,8
S3702,Bachelor's,Medium,No,8
S3703,Bachelor's,Low,Yes,8
S3704,High School,Low,No,3
S3705,None,Medium,Yes,4
S3706,None,High,Yes,4
S3707,Master's,Medium,No,7
S3708,PhD,Medium,No,5
S3709,Master's,High,Yes,4
S3710,None,Low,No,10
S3711,Bachelor's,Low,Yes,5
S3712,PhD,Low,Yes,1
S3713,PhD,High,No,4
S3714,None,Low,Yes,7
S3715,None,Low,Yes,3
S3716,Master's,Low,No,7
S3717,High School,High,No,5
S3718,None,High,No,1
S3719,None,Low,No,4
S3720,Master's,Medium,No,10
S3721,None,Medium,Yes,3
S3722,Master's,Low,No,4
S3723,None,High,No,6
S3724,Bachelor's,Low,No,10
S3725,None,Low,Yes,4
S3726,High School,Medium,Yes,7
S3727,PhD,Medium,No,8
S3728,Master's,Low,Yes,3
S3729,High School,Low,Yes,3
S3730,Master's,High,Yes,2
S3731,High School,Medium,Yes,6
S3732,Master's,Low,Yes,6
S3733,Master's,Medium,Yes,1
S3734,PhD,Medium,No,9
S3735,None,Low,No,2
S3736,Master's,Medium,No,4
S3737,Master's,Low,Yes,9
S3738,PhD,Low,No,7
S3739,Master's,High,No,3
S3740,Master's,Medium,No,10
S3741,Bachelor's,High,No,2
S3742,Bachelor's,Medium,No,9
S3743,Bachelor's,High,Yes,2
S3744,PhD,Low,No,4
S3745,Master's,Medium,No,2
S3746,PhD,High,Yes,7
S3747,PhD,Low,Yes,6
S3748,High School,Low,Yes,8
S3749,None,Medium,No,3
S3750,High School,Medium,No,7
S3751,None,High,No,8
S3752,High School,Low,No,1
S3753,Master's,Low,Yes,8
S3754,PhD,Medium,Yes,1
S3755,High School,Low,Yes,6
S3756,High School,High,Yes,2
S3757,Master's,Low,No,9
S3758,PhD,Low,No,10
S3759,None,Low,Yes,10
S3760,High School,High,Yes,10
S3761,None,Medium,Yes,3
S3762,Bachelor's,Medium,Yes,4
S3763,High School,Low,Yes,10
S3764,PhD,Low,No,5
S3765,Bachelor's,High,Yes,3
S3766,Bachelor's,High,Yes,7
S3767,High School,High,No,2
S3768,High School,Low,No,7
S3769,Bachelor's,Medium,Yes,5
S3770,High School,Medium,No,9
S3771,PhD,Low,No,2
S3772,PhD,Low,No,9
S3773,Bachelor's,High,Yes,9
S3774,High School,Medium,No,8
S3775,Bachelor's,Medium,Yes,5
S3776,PhD,Low,No,3
S3777,High School,Low,Yes,10
S3778,PhD,Low,Yes,1
S3779,High School,High,No,10
S3780,Master's,Medium,No,3
S3781,PhD,Medium,No,6
S3782,None,Low,Yes,4
S3783,High School,High,Yes,6
S3784,Master's,Medium,No,4
S3785,Master's,Low,No,9
S3786,Master's,Low,No,8
S3787,PhD,Low,Yes,10
S3788,None,Medium,Yes,6
S3789,Master's,High,No,10
S3790,Bachelor's,High,Yes,8
S3791,High School,Low,No,7
S3792,High School,High,No,5
S3793,None,High,Yes,9
S3794,None,Low,No,4
S3795,PhD,Medium,No,4
S3796,Bachelor's,High,No,10
S3797,High School,Medium,No,9
S3798,Master's,High,No,4
S3799,Master's,Low,Yes,4
S3800,High School,Medium,No,8
S3801,Bachelor's,Medium,No,6
S3802,Bachelor's,High,Yes,7
S3803,Master's,Medium,No,4
S3804,High School,High,Yes,1
S3805,Master's,Medium,No,4
S3806,PhD,High,Yes,4
S3807,High School,High,Yes,2
S3808,Bachelor's,Low,Yes,8
S3809,Master's,Low,No,5
S3810,None,High,Yes,9
S3811,None,High,Yes,5
S3812,PhD,High,Yes,4
S3813,None,Low,Yes,3
S3814,PhD,Low,Yes,10
S3815,PhD,Medium,No,10
S3816,Bachelor's,High,Yes,1
S3817,Bachelor's,Medium,No,7
S3818,High School,Low,Yes,9
S3819,Master's,High,Yes,2
S3820,None,Medium,No,4
S3821,Master's,Medium,No,8
S3822,Master's,High,No,9
S3823,PhD,Medium,No,9
S3824,None,Medium,No,6
S3825,Bachelor's,Low,No,2
S3826,Master's,Low,Yes,1
S3827,PhD,Medium,No,4
S3828,Bachelor's,Medium,No,6
S3829,PhD,High,No,2
S3830,Master's,Low,Yes,6
S3831,Master's,High,No,1
S3832,Master's,High,Yes,6
S3833,None,Low,Yes,5
S3834,None,Medium,No,2
S3835,Master's,Medium,No,4
S3836,None,High,No,9
S3837,PhD,High,Yes,2
S3838,PhD,Medium,No,5
S3839,High School,High,No,3
S3840,Bachelor's,Medium,Yes,2
S3841,PhD,Low,Yes,10
S3842,Bachelor's,Low,No,8
S3843,High School,Medium,No,10
S3844,High School,High,Yes,9
S3845,Bachelor's,Low,Yes,6
S3846,Master's,Medium,No,5
S3847,Bachelor's,Medium,Yes,7
S3848,PhD,High,Yes,3
S3849,Bachelor's,High,Yes,6
S3850,PhD,High,No,7
S3851,PhD,Low,No,1
S3852,PhD,Low,No,4
S3853,Master's,Low,No,7
S3854,Master's,Medium,No,10
S3855,High School,Medium,No,6
S3856,None,Medium,Yes,10
S3857,Master's,Low,No,2
S3858,Master's,Medium,Yes,8
S3859,High School,Medium,Yes,7
S3860,High School,Low,No,2
S3861,High School,Medium,Yes,9
S3862,Bachelor's,Low,Yes,6
S3863,PhD,Medium,Yes,2
S3864,Master's,High,Yes,5
S3865,PhD,Low,No,1
S3866,None,Medium,Yes,2
S3867,High School,Medium,No,9
S3868,None,High,Yes,10
S3869,High School,High,No,1
S3870,High School,Medium,No,4
S3871,None,High,No,9
S3872,PhD,High,No,4
S3873,None,High,Yes,10
S3874,Bachelor's,High,Yes,1
S3875,Master's,Medium,Yes,5
S3876,Master's,High,Yes,6
S3877,PhD,High,Yes,1
S3878,PhD,Low,Yes,8
S3879,PhD,High,No,1
S3880,None,Medium,No,6
S3881,None,Low,Yes,9
S3882,None,High,Yes,3
S3883,High School,Low,Yes,5
S3884,None,Low,No,1
S3885,Master's,Medium,Yes,1
S3886,Master's,Medium,Yes,2
S3887,High School,High,Yes,6
S3888,None,Low,Yes,7
S3889,None,Low,Yes,5
S3890,Bachelor's,Low,Yes,1
S3891,Bachelor's,Medium,Yes,1
S3892,Master's,Medium,No,1
S3893,PhD,Medium,Yes,3
S3894,Master's,Medium,No,4
S3895,High School,High,Yes,8
S3896,None,High,Yes,9
S3897,Bachelor's,Low,No,5
S3898,Master's,High,No,4
S3899,High School,Low,Yes,10
S3900,PhD,Low,No,9
S3901,Master's,Medium,No,6
S3902,None,Medium,Yes,3
S3903,None,High,No,7
S3904,Bachelor's,High,No,9
S3905,High School,High,Yes,10
S3906,PhD,Low,Yes,2
S3907,PhD,Low,Yes,9
S3908,High School,Medium,No,2
S3909,Bachelor's,High,Yes,5
S3910,None,Medium,Yes,1
S3911,PhD,High,No,2
S3912,High School,High,Yes,7
S3913,Bachelor's,Medium,No,4
S3914,None,Low,No,7
S3915,High School,High,No,4
S3916,Bachelor's,Medium,No,1
S3917,Master's,High,No,6
S3918,High School,Low,No,9
S3919,PhD,Medium,No,6
S3920,High School,Low,Yes,7
S3921,None,High,No,7
S3922,High School,Low,Yes,1
S3923,None,High,No,2
S3924,Bachelor's,High,Yes,1
S3925,Master's,High,No,1
S3926,None,Medium,Yes,8
S3927,Bachelor's,Low,Yes,4
S3928,Bachelor's,Low,No,10
S3929,Master's,Medium,Yes,8
S3930,PhD,Medium,No,5
S3931,PhD,Low,No,1
S3932,High School,High,No,9
S3933,PhD,Low,Yes,3
S3934,High School,High,Yes,7
S3935,None,High,No,7
S3936,None,Low,Yes,10
S3937,High School,Medium,No,10
S3938,Master's,Medium,Yes,4
S3939,Master's,High,No,8
S3940,PhD,Low,No,8
S3941,None,Low,No,2
S3942,None,Medium,Yes,8
S3943,Master's,Low,Yes,5
S3944,Bachelor's,Medium,Yes,2
S3945,Master's,High,No,6
S3946,Master's,Low,Yes,8
S3947,Bachelor's,Low,Yes,4
S3948,PhD,Medium,Yes,10
S3949,High School,High,Yes,9
S3950,PhD,High,Yes,8
S3951,Bachelor's,Medium,No,7
S3952,Bachelor's,High,Yes,7
S3953,PhD,Low,Yes,8
S3954,High School,Low,No,7
S3955,PhD,Medium,No,1
S3956,None,High,No,5
S3957,None,High,Yes,2
S3958,None,Low,No,5
S3959,High School,Medium,Yes,5
S3960,High School,Medium,No,6
S3961,Bachelor's,Low,Yes,6
S3962,Master's,Low,No,6
S3963,High School,High,Yes,7
S3964,Master's,Medium,No,2
S3965,None,Low,No,4
S3966,None,Medium,Yes,5
S3967,Master's,Medium,Yes,10
S3968,PhD,High,Yes,7
S3969,Bachelor's,Low,No,2
S3970,Bachelor's,High,Yes,8
S3971,PhD,Low,No,2
S3972,Master's,Low,Yes,5
S3973,Master's,Medium,Yes,9
S3974,High School,Low,No,2
S3975,None,Medium,Yes,2
S3976,None,Low,No,2
S3977,Master's,Low,Yes,7
S3978,High School,Medium,Yes,5
S3979,High School,High,Yes,9
S3980,Bachelor's,Medium,No,4
S3981,Bachelor's,Low,Yes,1
S3982,Master's,High,Yes,8
S3983,Bachelor's,Low,No,6
S3984,High School,High,Yes,9
S3985,PhD,High,Yes,3
S3986,None,Low,No,10
S3987,Master's,Low,No,7
S3988,Bachelor's,High,Yes,1
S3989,Bachelor's,High,No,2
S3990,High School,Low,No,5
S3991,Bachelor's,Low,No,10
S3992,None,Medium,Yes,2
S3993,Master's,Low,Yes,8
S3994,Bachelor's,Medium,No,5
S3995,PhD,Low,Yes,9
S3996,PhD,Medium,No,3
S3997,Master's,Low,No,6
S3998,PhD,High,No,4
S3999,PhD,Medium,Yes,7
S4000,Bachelor's,Low,No,7
S4001,PhD,Medium,No,5
S4002,Bachelor's,Medium,No,10
S4003,None,Medium,No,5
S4004,High School,Medium,No,4
S4005,Bachelor's,Low,No,9
S4006,High School,Medium,No,7
S4007,Bachelor's,Low,Yes,6
S4008,Bachelor's,Medium,Yes,3
S4009,Master's,High,No,5
S4010,Bachelor's,Low,No,4
S4011,PhD,Low,No,5
S4012,PhD,Low,No,2
S4013,Bachelor's,Low,Yes,5
S4014,None,Medium,No,7
S4015,PhD,High,Yes,10
S4016,High School,High,Yes,10
S4017,None,High,No,3
S4018,High School,High,No,4
S4019,Bachelor's,Low,No,1
S4020,Bachelor's,High,Yes,9
S4021,Bachelor's,High,Yes,3
S4022,PhD,High,Yes,10
S4023,None,Low,Yes,6
S4024,High School,Low,No,1
S4025,Master's,Medium,No,5
S4026,None,Medium,No,10
S4027,High School,High,No,5
S4028,Master's,Low,Yes,5
S4029,None,Low,No,1
S4030,None,Medium,Yes,7
S4031,Bachelor's,High,No,5
S4032,None,Low,No,1
S4033,High School,Medium,Yes,8
S4034,Bachelor's,Medium,Yes,6
S4035,None,High,Yes,7
S4036,Bachelor's,High,No,4
S4037,Master's,Low,Yes,1
S4038,High School,Low,No,8
S4039,Master's,Medium,No,1
S4040,High School,Low,No,9
S4041,PhD,High,No,6
S4042,Master's,Low,Yes,5
S4043,PhD,Low,Yes,2
S4044,Bachelor's,Low,Yes,8
S4045,Master's,High,No,9
S4046,None,Low,No,3
S4047,High School,Low,Yes,10
S4048,None,High,No,8
S4049,None,High,No,10
S4050,Bachelor's,Low,Yes,5
S4051,Bachelor's,Low,No,10
S4052,None,High,Yes,4
S4053,None,Medium,No,10
S4054,None,Medium,Yes,9
S4055,High School,High,Yes,7
S4056,Bachelor's,Medium,Yes,4
S4057,Master's,Medium,No,5
S4058,Bachelor's,High,Yes,5
S4059,None,Medium,No,2
S4060,Master's,High,No,5
S4061,Master's,Medium,Yes,3
S4062,Master's,Low,Yes,5
S4063,Bachelor's,Low,No,1
S4064,None,High,Yes,8
S4065,None,High,Yes,9
S4066,PhD,Medium,Yes,9
S4067,High School,High,No,8
S4068,Bachelor's,Medium,No,2
S4069,PhD,High,Yes,2
S4070,PhD,High,No,10
S4071,PhD,High,Yes,5
S4072,Bachelor's,Low,Yes,6
S4073,High School,Low,Yes,5
S4074,Master's,Medium,Yes,1
S4075,High School,High,No,1
S4076,High School,High,Yes,8
S4077,None,Low,No,5
S4078,PhD,Low,Yes,8
S4079,PhD,Low,No,3
S4080,Master's,Medium,Yes,5
S4081,None,High,No,2
S4082,Master's,Medium,No,8
S4083,Bachelor's,Low,Yes,1
S4084,None,Low,Yes,5
S4085,PhD,Medium,No,7
S4086,Master's,Low,Yes,10
S4087,None,High,No,5
S4088,None,High,Yes,3
S4089,High School,High,Yes,4
S4090,None,Low,Yes,9
S4091,None,Low,Yes,5
S4092,PhD,Medium,Yes,3
S4093,Bachelor's,Low,Yes,7
S4094,Master's,Low,No,6
S4095,Bachelor's,High,No,3
S4096,None,Low,No,10
S4097,PhD,Low,No,3
S4098,PhD,High,No,4
S4099,PhD,Medium,Yes,10
S4100,PhD,High,Yes,3
S4101,High School,Low,No,6
S4102,None,Low,Yes,1
S4103,High School,Medium,No,1
S4104,High School,Medium,Yes,7
S4105,None,High,No,8
S4106,PhD,High,No,4
S4107,Master's,Medium,No,7
S4108,PhD,High,Yes,2
S4109,PhD,High,Yes,9
S4110,High School,Low,No,9
S4111,Bachelor's,Medium,No,7
S4112,PhD,High,Yes,5
S4113,None,Medium,Yes,7
S4114,None,Medium,No,7
S4115,None,Low,Yes,3
S4116,High School,Medium,Yes,7
S4117,Master's,Medium,No,3
S4118,Master's,Medium,Yes,3
S4119,Master's,Medium,No,7
S4120,PhD,Medium,No,7
S4121,PhD,Low,Yes,6
S4122,Bachelor's,Medium,No,7
S4123,Bachelor's,Low,Yes,10
S4124,Bachelor's,Low,Yes,10
S4125,High School,Medium,Yes,5
S4126,Master's,Low,Yes,9
S4127,PhD,High,Yes,1
S4128,Bachelor's,Low,No,5
S4129,High School,Medium,Yes,3
S4130,Bachelor's,High,No,8
S4131,PhD,Low,No,7
S4132,Bachelor's,Medium,No,1
S4133,High School,High,No,9
S4134,High School,Medium,Yes,5
S4135,Bachelor's,Medium,No,1
S4136,PhD,Medium,Yes,1
S4137,High School,High,No,8
S4138,Master's,High,No,3
S4139,High School,High,Yes,9
S4140,None,Medium,Yes,8
S4141,Bachelor's,High,Yes,6
S4142,Master's,Low,No,6
S4143,PhD,Low,Yes,5
S4144,Master's,Medium,Yes,2
S4145,High School,High,Yes,6
S4146,High School,Medium,No,8
S4147,None,Medium,No,6
S4148,Master's,High,No,7
S4149,High School,Medium,Yes,2
S4150,PhD,High,No,2
S4151,PhD,Medium,No,3
S4152,Master's,High,Yes,10
S4153,Master's,Medium,Yes,7
S4154,None,Low,Yes,8
S4155,Master's,Low,Yes,4
S4156,PhD,Medium,No,10
S4157,Master's,Medium,Yes,6
S4158,High School,Low,Yes,9
S4159,High School,Low,Yes,7
S4160,Master's,Low,No,4
S4161,Bachelor's,Medium,No,8
S4162,Master's,Low,Yes,8
S4163,None,Medium,Yes,7
S4164,PhD,High,No,5
S4165,PhD,Medium,Yes,10
S4166,Master's,Medium,Yes,10
S4167,Bachelor's,Medium,Yes,6
S4168,PhD,Low,Yes,10
S4169,Bachelor's,Medium,Yes,3
S4170,PhD,High,No,3
S4171,High School,Medium,No,4
S4172,None,High,No,2
S4173,PhD,Medium,No,6
S4174,Master's,High,Yes,3
S4175,High School,High,No,2
S4176,Bachelor's,Low,No,9
S4177,None,High,No,1
S4178,Bachelor's,Medium,Yes,4
S4179,Bachelor's,High,No,9
S4180,PhD,High,Yes,5
S4181,High School,High,Yes,6
S4182,None,Low,No,4
S4183,High School,Medium,No,10
S4184,High School,High,Yes,6
S4185,PhD,Medium,No,7
S4186,Bachelor's,Medium,No,6
S4187,High School,High,Yes,6
S4188,Bachelor's,Low,No,3
S4189,High School,Low,No,8
S4190,None,Medium,Yes,8
S4191,Master's,Low,No,4
S4192,Master's,Low,No,8
S4193,Master's,High,No,9
S4194,PhD,Low,No,5
S4195,PhD,High,Yes,3
S4196,Bachelor's,Low,Yes,7
S4197,PhD,High,No,4
S4198,Master's,Medium,No,8
S4199,PhD,Medium,Yes,3
S4200,Master's,High,No,1
S4201,High School,Low,No,5
S4202,Master's,High,No,6
S4203,Master's,Low,No,9
S4204,None,Low,No,3
S4205,None,Medium,No,6
S4206,None,Medium,Yes,8
S4207,None,Low,No,10
S4208,Master's,High,Yes,4
S4209,Bachelor's,High,No,10
S4210,None,Low,Yes,10
S4211,PhD,High,No,6
S4212,PhD,Medium,Yes,3
S4213,PhD,Low,No,10
S4214,Master's,High,No,9
S4215,High School,Low,No,6
S4216,High School,Low,No,2
S4217,None,Medium,No,7
S4218,PhD,High,Yes,7
S4219,None,Low,No,1
S4220,Master's,Low,Yes,4
S4221,PhD,High,No,1
S4222,None,High,No,6
S4223,Bachelor's,High,Yes,5
S4224,Master's,High,No,3
S4225,Master's,Low,Yes,9
S4226,Master's,High,Yes,9
S4227,Bachelor's,Low,No,6
S4228,High School,Low,Yes,6
S4229,High School,High,Yes,9
S4230,Bachelor's,Medium,Yes,2
S4231,High School,Medium,Yes,1
S4232,Bachelor's,Medium,No,10
S4233,None,Low,No,3
S4234,Bachelor's,Low,No,8
S4235,High School,Medium,Yes,2
S4236,Bachelor's,High,Yes,8
S4237,Bachelor's,Low,No,10
S4238,PhD,High,No,6
S4239,Bachelor's,Low,Yes,4
S4240,High School,Medium,No,4
S4241,Master's,Medium,Yes,7
S4242,None,High,No,7
S4243,Bachelor's,High,No,9
S4244,High School,Low,No,4
S4245,High School,Low,No,9
S4246,PhD,Low,Yes,4
S4247,High School,Low,Yes,2
S4248,Master's,High,No,7
S4249,High School,Medium,Yes,9
S4250,Master's,High,Yes,10
S4251,None,High,Yes,2
S4252,Bachelor's,Medium,Yes,6
S4253,None,High,No,6
S4254,Bachelor's,High,Yes,10
S4255,None,Low,No,3
S4256,Master's,High,No,8
S4257,Bachelor's,High,Yes,5
S4258,Bachelor's,High,No,4
S4259,None,High,No,4
S4260,PhD,High,No,5
S4261,PhD,Low,No,10
S4262,None,Low,Yes,4
S4263,High School,Medium,No,6
S4264,None,High,Yes,8
S4265,Master's,High,Yes,2
S4266,Master's,Low,No,7
S4267,High School,Medium,No,6
S4268,PhD,High,Yes,4
S4269,Master's,Low,Yes,2
S4270,Master's,Low,No,1
S4271,Bachelor's,High,Yes,8
S4272,Bachelor's,High,No,8
S4273,High School,Medium,Yes,9
S4274,Master's,Low,Yes,5
S4275,None,Low,No,9
S4276,PhD,High,Yes,4
S4277,High School,High,Yes,10
S4278,None,Low,Yes,4
S4279,None,Medium,No,5
S4280,High School,Low,No,3
S4281,High School,Medium,Yes,5
S4282,Master's,Medium,Yes,5
S4283,PhD,Medium,Yes,10
S4284,Master's,Low,No,4
S4285,None,High,Yes,5
S4286,Master's,High,No,5
S4287,Master's,Low,Yes,9
S4288,PhD,Medium,No,1
S4289,Bachelor's,Low,No,7
S4290,PhD,High,No,1
S4291,Master's,Medium,Yes,1
S4292,Bachelor's,Low,No,3
S4293,None,Low,Yes,5
S4294,PhD,Low,Yes,9
S4295,High School,Medium,Yes,9
S4296,None,Medium,Yes,1
S4297,Bachelor's,Low,No,3
S4298,None,High,No,1
S4299,High School,High,No,1
S4300,High School,Medium,No,9
S4301,PhD,High,Yes,2
S4302,PhD,Low,No,1
S4303,Master's,Medium,No,6
S4304,Master's,Low,Yes,2
S4305,None,Low,Yes,5
S4306,High School,Medium,Yes,3
S4307,None,Low,Yes,10
S4308,Bachelor's,High,Yes,5
S4309,Bachelor's,Low,No,8
S4310,Master's,Low,Yes,6
S4311,None,High,No,8
S4312,Bachelor's,Medium,Yes,6
S4313,Master's,Medium,No,4
S4314,None,High,Yes,4
S4315,High School,Low,No,10
S4316,Bachelor's,High,No,10
S4317,Bachelor's,Medium,Yes,3
S4318,High School,Medium,Yes,8
S4319,Master's,Low,No,10
S4320,Bachelor's,High,Yes,9
S4321,High School,Low,Yes,8
S4322,Master's,Medium,No,9
S4323,PhD,Medium,No,10
S4324,Master's,Low,Yes,9
S4325,Bachelor's,Low,No,3
S4326,Master's,Medium,No,4
S4327,Bachelor's,High,Yes,3
S4328,Master's,Medium,Yes,5
S4329,PhD,Low,Yes,9
S4330,Master's,High,Yes,3
S4331,PhD,Low,Yes,6
S4332,Bachelor's,Low,Yes,4
S4333,Master's,High,Yes,1
S4334,High School,Medium,Yes,8
S4335,PhD,Low,Yes,3
S4336,None,Low,No,8
S4337,PhD,Medium,No,5
S4338,Master's,Medium,No,8
S4339,PhD,High,Yes,1
S4340,Master's,Medium,No,6
S4341,Bachelor's,Medium,No,3
S4342,Bachelor's,Low,Yes,5
S4343,High School,Low,Yes,4
S4344,None,Medium,No,9
S4345,Bachelor's,High,Yes,3
S4346,High School,High,Yes,7
S4347,None,Low,No,4
S4348,High School,High,Yes,3
S4349,Bachelor's,High,No,10
S4350,None,Low,No,3
S4351,Bachelor's,Medium,Yes,4
S4352,Master's,Medium,Yes,7
S4353,None,Low,No,9
S4354,High School,Low,No,6
S4355,Master's,Low,Yes,1
S4356,High School,Medium,No,8
S4357,Bachelor's,High,Yes,2
S4358,Bachelor's,Medium,No,9
S4359,Master's,Medium,Yes,3
S4360,Master's,Low,No,10
S4361,None,High,Yes,7
S4362,High School,Medium,Yes,6
S4363,PhD,High,Yes,9
S4364,Bachelor's,High,No,3
S4365,PhD,Low,Yes,2
S4366,PhD,High,No,3
S4367,Master's,Medium,No,4
S4368,High School,High,Yes,5
S4369,PhD,Low,Yes,6
S4370,High School,Medium,No,7
S4371,Master's,High,No,10
S4372,PhD,Medium,No,3
S4373,PhD,Medium,No,9
S4374,Bachelor's,Low,Yes,3
S4375,PhD,Medium,No,3
S4376,None,Low,Yes,8
S4377,Master's,Low,Yes,10
S4378,None,High,No,3
S4379,PhD,Low,No,7
S4380,PhD,High,No,1
S4381,None,Medium,No,1
S4382,Bachelor's,Medium,No,5
S4383,Bachelor's,Low,No,9
S4384,None,High,Yes,8
S4385,None,Medium,Yes,2
S4386,Master's,High,No,8
S4387,Bachelor's,Medium,No,10
S4388,High School,High,No,9
S4389,PhD,Low,No,4
S4390,PhD,Medium,No,9
S4391,None,Low,Yes,4
S4392,High School,Low,Yes,8
S4393,Bachelor's,High,Yes,7
S4394,Bachelor's,Low,No,7
S4395,Bachelor's,Low,No,9
S4396,None,Low,No,8
S4397,None,Low,Yes,10
S4398,PhD,High,No,10
S4399,PhD,High,No,6
S4400,Bachelor's,Low,Yes,4
S4401,PhD,Medium,No,5
S4402,PhD,Low,Yes,4
S4403,Bachelor's,Low,Yes,1
S4404,None,Medium,No,6
S4405,PhD,Medium,No,9
S4406,None,Low,No,7
S4407,High School,High,Yes,10
S4408,None,High,Yes,4
S4409,Master's,Medium,Yes,1
S4410,Master's,Low,No,8
S4411,Bachelor's,Low,Yes,2
S4412,Master's,Low,No,2
S4413,High School,Low,Yes,7
S4414,None,Low,Yes,8
S4415,None,Medium,Yes,2
S4416,PhD,High,No,2
S4417,PhD,Medium,No,4
S4418,PhD,Medium,Yes,9
S4419,None,Low,No,9
S4420,None,Medium,No,8
S4421,PhD,Low,No,7
S4422,None,Medium,Yes,8
S4423,High School,Low,Yes,7
S4424,PhD,High,No,3
S4425,Master's,Low,Yes,4
S4426,PhD,Low,No,2
S4427,Master's,High,Yes,8
S4428,Bachelor's,Low,No,8
S4429,Master's,Low,No,7
S4430,High School,High,Yes,9
S4431,None,Low,No,7
S4432,High School,Medium,No,3
S4433,Bachelor's,Low,No,8
S4434,High School,Medium,No,3
S4435,High School,High,No,1
S4436,Bachelor's,Medium,No,1
S4437,High School,High,Yes,4
S4438,Bachelor's,Low,Yes,2
S4439,None,Low,Yes,10
S4440,PhD,High,No,8
S4441,None,Medium,Yes,1
S4442,None,Medium,No,6
S4443,None,Medium,No,4
S4444,High School,Medium,No,8
S4445,None,Low,Yes,3
S4446,Bachelor's,Medium,No,5
S4447,Bachelor's,High,Yes,7
S4448,Bachelor's,Medium,No,1
S4449,Bachelor's,High,Yes,4
S4450,None,High,No,2
S4451,Master's,Low,No,4
S4452,PhD,High,Yes,2
S4453,Master's,Medium,No,2
S4454,High School,Medium,Yes,10
S4455,None,Low,Yes,7
S4456,Master's,Medium,No,8
S4457,None,High,Yes,7
S4458,Bachelor's,Medium,Yes,9
S4459,High School,High,No,8
S4460,Master's,Medium,No,8
S4461,PhD,Medium,Yes,6
S4462,Bachelor's,Medium,No,5
S4463,Bachelor's,High,No,1
S4464,High School,High,No,2
S4465,Bachelor's,Low,No,10
S4466,Bachelor's,High,Yes,1
S4467,Master's,High,No,9
S4468,Bachelor's,Medium,No,4
S4469,High School,Medium,Yes,3
S4470,None,Low,Yes,10
S4471,High School,Low,Yes,2
S4472,High School,Low,Yes,7
S4473,None,Medium,Yes,6
S4474,Master's,Low,Yes,10
S4475,PhD,Medium,Yes,10
S4476,PhD,Medium,Yes,7
