Student_ID,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Total_Score,Grade
S4942,85.23,43.11,82.26,55.1,50.03,57.605,F
S4943,92.88,56.36,93.16,53.24,52.91,68.173,D
S4944,50.29,52.5,60.94,83.33,77.65,62.7225,D
S4945,60.81,52.07,81.84,82.88,64.27,65.679,D
S4946,98.21,80.97,55.06,87.41,59.65,71.954,C
S4947,86.85,89.55,77.4,55.44,52.48,68.993,D
S4948,56.96,82.95,79.2,97.25,93.79,80.2985,B
S4949,73.84,78.74,60.81,77.56,80.01,75.0165,C
S4950,64.26,94.99,69.58,82.48,55.37,70.3675,C
S4951,69.4,43.5,91.36,51.74,88.32,69.679,D
S4952,61.31,50.05,57.42,98.05,87.79,67.494,D
S4953,56.76,64.86,71.73,78.13,64.47,64.8875,D
S4954,80.49,62.35,96.64,78.17,59.42,70.36,C
S4955,86.71,65.08,75.21,97.18,90.7,79.551,C
S4956,92.44,52.39,86.26,96.47,66.48,70.4835,C
S4957,49.32,48.97,91.34,61.01,92.37,69.4635,D
S4958,89.37,70.55,60.19,96.55,52.18,68.8455,D
S4959,55.29,95.68,60.91,86.83,74.96,77.346,C
S4960,65.64,63.52,87.93,50.95,58.98,65.6545,D
S4961,94.09,42.6,87.67,61.99,83.6,69.998,D
S4962,67.27,82.37,53.01,70.65,99.86,77.0225,C
S4963,51.82,57.47,66.12,79.14,70.63,61.5565,D
S4964,49.59,54.71,69.93,85.07,55.02,57.2985,F
S4965,68.38,59.46,91.45,60.51,65.88,65.9095,D
S4966,85.76,83.43,71.09,91.84,94.58,82.943,B
S4967,99.83,89.13,96.3,92.29,88.29,88.488,B
S4968,87.24,75.28,99.83,81.75,61.61,74.6935,C
S4969,92.62,59.35,89.04,96.05,97.68,82.5005,B
S4970,84.87,58.63,83.32,90.65,81.11,73.914,C
S4971,93.73,47.46,69.59,61.08,58.4,61.381,D
S4972,44.58,96,53.35,89.93,78.62,74.7085,C
S4973,95.8,78.29,78.66,97.66,72.56,78.4555,C
S4974,63.78,41.62,68.09,56.88,90.98,64.0275,D
S4975,95.3,79.74,67.54,98.93,67.21,74.757,C
S4976,44.54,66.83,84.39,51.25,93.75,71.797,C
S4977,82.91,98.35,73.18,76.11,90.6,87.002,B
S4978,84.14,89.14,87.6,88.69,83.73,82.329,B
S4979,99.81,50.28,69.91,89.52,62.93,68.569,D
S4980,86.13,83.21,57.54,86.73,98.52,83.837,B
S4981,62.95,69.13,73.07,76.47,77.43,71.5215,C
S4982,73.43,51.22,97.55,82.55,95.38,79.711,C
S4983,61.99,81.92,90.08,85,60.79,74.3575,C
S4984,51.76,72.84,60.29,74.73,99.17,72.5265,C
S4985,54.91,41.82,69.57,79.78,90.8,66.15,D
S4986,53.32,78.8,96.39,92.32,97.46,83.9815,B
S4987,72.93,78.1,56.18,65.64,60.62,68.4015,D
S4988,94.37,48.65,62.7,76.16,71.53,68.823,D
S4989,94.76,60.94,63.11,50.42,54.88,61.3065,D
S4990,43.29,75.15,78.55,84.37,56.85,63.9505,D
S4991,44.79,48.33,70.54,59.77,64.2,58.439,F
S4992,54.71,91.16,53.99,74.05,97.58,78.129,C
S4993,55.3,41.65,81.46,60.51,83.36,64.7205,D
S4994,45.69,46.17,54.95,51.18,65.73,54.5205,F
S4995,63.31,46.97,80.32,74.16,97.73,70.537,C
S4996,75.26,71.69,75.35,71.24,86.99,78.015,C
S4997,74.69,77.21,74.68,71.26,95.35,81.754,B
S4998,72.61,64.22,53.37,60.44,96.36,72.244,C
S4999,60.32,57.32,81.96,97.36,87.54,74.805,C
S5000,82.39,88.56,71.57,50.18,62.16,72.2,C
S5001,89.59,44.1,70.56,94.58,99.83,75.4045,C
S5002,60.78,56.82,79.82,86.85,66.25,64.42,D
S5003,45.13,42.35,80.31,58.6,83.59,60.4455,D
S5004,57.78,40.83,50.75,73.61,92.24,66.085,D
S5005,48.24,61.2,56.26,99.44,58.76,60.277,D
S5006,68.04,51.69,61.83,82.18,80.45,65.186,D
S5007,49.36,56.1,83.9,56.37,68.76,62.609,D
S5008,67.77,89.26,78.84,72.88,62.21,70.6375,C
S5009,53.26,49.78,87.88,73.41,50.59,56.559,F
S5010,84.32,86.81,87.03,90.11,93.6,86.941,B
S5011,41.65,80.5,92.66,95.81,56.79,69.4345,D
S5012,73.28,59.59,68.84,54.11,93.91,72.6995,C
S5013,50.17,72.79,67.25,65.7,80.03,69.6695,D
S5014,40.06,66.67,91.55,64.92,81.05,70.556,C
S5015,92.15,47.7,61.88,99.8,91.43,74.6035,C
S5016,80.29,94.43,73.06,77.96,75.47,80.267,B
S5017,45.94,74.18,59.72,93.99,67.86,65.676,D
S5018,79.84,92.81,95.69,71.3,56.94,75.949,C
S5019,76.7,89.43,70.39,86.14,78.52,78.556,C
S5020,68.4,44.79,60.62,64.33,77.66,61.9265,D
S5021,65.16,52.44,84.6,95.59,64.69,65.735,D
S5022,93.22,48.72,62.23,72.76,80,67.1635,D
S5023,54.71,89.85,97.18,90.19,71.97,78.386,C
S5024,63.9,91.75,68.38,62.79,90.28,78.8275,C
S5025,59.75,71.68,83.23,84.68,77.97,72.906,C
S5026,86.27,46.25,67.26,70.26,96.68,75.502,C
S5027,94.99,48.14,90.36,51.57,75.9,70.5495,C
S5028,90.99,88.81,94.85,70.65,94.37,89.8995,B
S5029,87.86,95.75,89.4,77.5,76.03,83.9355,B
S5030,99.21,51.97,92.42,57.59,77.9,71.816,C
S5031,81.83,40.67,55.09,59.2,68.34,62.0025,D
S5032,85.06,59.86,96.2,73.24,70.01,74.906,C
S5033,98.97,41.83,81.22,67.14,96.66,75.553,C
S5034,40.42,89.68,93.46,72.04,61.16,69.269,D
S5035,78.04,69.49,84.22,73.04,56.07,66.9515,D
S5036,84.34,78.51,60.09,57,91.51,78.475,C
S5037,95.07,64.69,80.48,59.06,78.85,72.411,C
S5038,93.03,60.73,54.55,92.41,64.23,69.0195,D
S5039,90.52,53.33,84.79,58.14,71.62,70.129,C
S5040,96.75,86.23,70.45,83.3,76.25,78.7525,C
S5041,72.24,81.73,57.59,70.93,79.61,74.408,C
S5042,40.42,61.64,98.96,98.41,91.05,76.998,C
S5043,40.66,59.27,95.05,53.31,69.72,63.171,D
S5044,72.68,40.07,94.68,91.52,83.83,71.8375,C
S5045,66.12,43.81,89.44,74.57,91.74,73.4305,C
S5046,67.07,77.4,84.6,50.27,92.19,77.3995,C
S5047,64.02,70.88,82.75,63.18,62.71,67.9565,D
S5048,95.06,66.09,55.3,70.38,67.51,68.4325,D
S5049,61.55,89.65,95.03,65.71,79.75,77.1455,C
S5050,91.37,70.23,94.06,68.12,94.29,85.461,B
S5051,94.17,63.07,87.39,95.83,89.52,82.1005,B
S5052,69.97,49.68,96.37,68.05,79.2,69.616,D
S5053,66.82,89.24,77.65,70.94,99.19,84.4015,B
S5054,85.66,74.57,72.38,88.06,71.95,75.8445,C
S5055,82.48,45.55,98.4,89.69,92.12,76.2895,C
S5056,59.71,78.93,73.21,54.2,90.92,76.7515,C
S5057,46.15,65.5,82.07,85.2,95.4,73.103,C
S5058,55.89,88.68,68.65,74.13,99.38,81.108,B
S5059,47.86,95.13,81.82,56.69,74.78,73.7275,C
S5060,57.68,76.03,86,63.24,59.78,66.4075,D
S5061,55.71,83.9,81.23,52.25,73.04,72.783,C
S5062,78.26,43.4,75.73,68.01,92.69,71.8365,C
S5063,97.27,73.62,65.01,62.77,91.81,80.362,B
S5064,81.14,85.32,82.19,69.11,66.8,74.8555,C
S5065,95.6,69.81,95.42,79.02,52.37,74.4285,C
S5066,87.05,75.61,50.35,86.62,75.49,72.5465,C
S5067,83.67,93.94,56.7,80.27,73.71,77.3355,C
S5068,64.84,51.89,55.99,83.92,54.29,60.446,D
S5069,59.49,45.89,96.16,93.28,89.74,71.485,C
S5070,90.78,81.44,83.14,93.69,64.18,75.616,C
S5071,94.32,89.37,97.59,93.04,82.29,90.09,A
S5072,67.11,91.03,79.14,57.66,55.07,71.837,C
S5073,40.54,78.5,73.09,62.55,93.04,74.6965,C
S5074,87.55,89.99,89.62,75.12,86.96,85.093,B
S5075,57.1,82.04,58.05,67.94,69.42,67.9325,D
S5076,40.59,45.24,69.07,56.58,81.47,59.143,F
S5077,88.3,85.72,73.31,64.39,59.37,72.0865,C
S5078,71.04,50.76,64.92,98.77,99.27,74.897,C
S5079,81.11,54.2,68.56,67.35,89.81,69.8585,D
S5080,94.88,63.68,53.91,70.95,89.45,74.4335,C
S5081,72.47,58.87,59.9,50.32,57.67,59.306,F
S5082,70.19,59.3,66.77,85.97,50.89,62.563,D
S5083,57.44,50.16,89.79,70.68,79.27,68.0535,D
S5084,58.31,57.63,59.12,55.16,57.21,59.011,F
S5085,87.79,41.18,67.33,98.43,89.02,71.952,C
S5086,66.94,68.37,53.25,88.87,70.8,67.298,D
S5087,49.81,86.12,77.86,86.31,66.93,72.2455,C
S5088,45.67,91.73,80.56,97.89,53.68,68.775,D
S5089,68.38,89.23,93.28,70.37,99.8,85.4985,B
S5090,67.9,64.99,90.96,85.93,97.8,81.4395,B
S5091,79.21,83.83,64.27,60.31,56.58,67.5445,D
S5092,68.26,57.27,56.85,84.86,66.64,66.097,D
S5093,48.61,43.33,57.8,50.7,69.54,55.801,F
S5094,70.47,80.56,98.45,56.32,64.84,71.332,C
S5095,94.41,78.93,83.66,71.26,96.72,85.02,B
S5096,49.57,88.1,52.13,50.6,86.07,71.986,C
S5097,81.39,76.97,56.84,73.1,97.8,79.842,C
S5098,75.63,49.41,74.29,76.14,93.73,74.9985,C
S5099,84.92,91.19,60.39,81.08,87.73,82.771,B
S5100,49.04,77.64,90.18,55.02,84.85,71.56,C
S5101,96.5,88.46,78.66,59.05,93.31,82.852,B
S5102,77.26,86.45,80.63,80.66,84.21,81.875,B
S5103,90.82,57.87,73.14,82.91,59.44,66.3745,D
S5104,54.8,44.47,62.8,51.3,82.41,61.5505,D
S5105,84.36,50.59,79.47,77.02,75.75,71.609,C
S5106,86.86,45.57,85.85,89.25,99.09,78.836,C
S5107,63.85,54.6,68.55,53.46,75.5,63.581,D
S5108,63.04,67.57,75.25,70.66,51.92,63.508,D
S5109,79.47,94.41,91.98,66.33,63.21,75.636,C
S5110,45.6,92.32,57.43,95.68,95.87,80.4785,B
S5111,84.14,83.12,77.26,59.29,98.12,83.84,B
S5112,42.57,41.45,67.42,65.92,86.42,61.949,D
S5113,51.44,60.48,85.14,94.92,52.84,62.346,D
S5114,79.85,80.94,50.94,66.53,51.18,65.8505,D
S5115,45.9,47.74,83.52,76.57,73.98,63.754,D
S5116,98.31,88.07,55.14,51.65,99.98,80.489,B
S5117,92.1,94.87,53.24,99.25,93.46,88.0765,B
S5118,77.58,61.25,86.23,91.25,96.66,81.847,B
S5119,89.14,82.35,82.02,81.72,81.18,81.7125,B
S5120,93.25,48.89,94.75,53.04,92.96,75.7995,C
S5121,55.57,81.45,75.98,53.74,65.98,70.063,C
S5122,90.96,41.29,76.5,77.25,51.37,62.4525,D
S5123,51.69,49.05,85.35,64.25,95.91,70.6915,C
S5124,64.8,82.59,66.17,81.14,60.92,69.948,D
S5125,73.5,82.71,51.85,79.91,86.42,74.802,C
S5126,82.83,78.47,61.5,91.93,82.95,76.325,C
S5127,41.81,68.64,61.9,64.07,57.91,57.8615,F
S5128,57.43,80.49,66.78,78.89,59.79,66.045,D
S5129,76.51,86.43,97.17,88.87,66.45,80.1815,B
S5130,61.44,97.99,90.24,74.54,87.85,81.7585,B
S5131,86.5,93.32,96.8,91.53,51.96,79.456,C
S5132,79.1,87.67,99.93,56.56,70.35,78.148,C
S5133,54.06,81.69,71.69,86.69,83.26,74.857,C
S5134,48.76,74.45,61.35,97.15,58.57,63.915,D
S5135,77.74,47.24,78,66.59,55.97,61.186,D
S5136,67.03,49.93,94.06,68.32,69.51,65.921,D
S5137,50.14,89.22,73.29,54.18,64.33,67.6815,D
S5138,59.58,88.2,75.27,82.07,82.45,78.9145,C
S5139,58.18,76.87,56.72,77.62,98.48,76.8885,C
S5140,46.49,66.33,71.02,52.02,50.22,58.217,F
S5141,72.81,41.56,69.35,87.61,95.12,72.576,C
S5142,85.82,59.63,67.58,91.46,71.66,72.6365,C
S5143,74.53,65.24,94.36,95.36,83.2,77.1495,C
S5144,89.58,69.15,52.97,77.29,92.55,79.139,C
S5145,47.65,95.76,98.61,72.63,78.67,79.123,C
S5146,66.14,46.52,50.41,93.81,54.87,58.5445,F
S5147,76.56,71.13,97.28,69.93,57.03,71.3505,C
S5148,80.56,62.08,77.4,82.77,89.46,77.159,C
S5149,81.75,99.41,85.12,80.77,61.45,81.375,B
S5150,83.74,91.71,59.36,68.61,78.45,75.8735,C
S5151,79.09,66.33,82.71,54.34,71.4,69.8165,D
S5152,45.65,99.98,94.1,51.07,65.18,71.2585,C
S5153,81.72,70.84,56.97,71.41,89.35,73.3695,C
S5154,83.49,50.03,56.35,74.06,86.56,70.4225,C
S5155,99.61,73.35,65.2,91.13,82.31,76.89,C
S5156,81.6,53.57,58.09,70.72,68.63,66.457,D
S5157,81.21,78.18,55.53,64.06,61.32,68.023,D
S5158,70.89,96.25,83.92,73.1,75.79,79.536,C
S5159,92.08,87.17,60.69,61.9,90.86,79.811,C
S5160,99.81,56.39,83.35,54.57,78.78,71.2925,C
S5161,86.74,57.81,93.1,55.65,98.51,81.1565,B
S5162,76.75,44.16,82.6,65.96,50.77,60.3295,D
S5163,44.74,57.15,55.97,50.63,99.92,66.113,D
S5164,83.6,45.56,78.68,61.01,84.57,67.559,D
S5165,82.51,69.97,69.68,89.38,91.63,78.378,C
S5166,86.53,82.5,67.17,61.73,66.75,70.803,C
S5167,47.47,85.07,65.93,55.54,75.42,70.3875,C
S5168,79.22,43.57,96.47,97.45,89.85,77.546,C
S5169,57.74,60.4,87.13,81.12,88.03,73.8415,C
S5170,85.62,57.29,56.69,53,66.7,65.409,D
S5171,54.42,46.26,73.8,53.11,66.22,56.88,F
S5172,81.04,61.75,65.91,80.61,83.14,72.743,C
S5173,57.7,57.96,98.9,77.01,96.68,78.24,C
S5174,40.54,78.07,98.9,53.42,71.94,67.6975,D
S5175,78,93,65.98,61.22,67.65,73.129,C
S5176,46.8,67.29,67.61,96.45,94.73,74.908,C
S5177,79.56,84.8,79.97,78.6,84.15,80.0695,B
S5178,95.54,48.76,73.97,72.02,69.41,68.0415,D
S5179,98.15,93.7,60.66,62.51,52.86,72.3955,C
S5180,54.16,49.16,83.02,56.68,86.07,66.196,D
S5181,88.56,51.53,66.71,70.13,67.64,64.008,D
S5182,61.21,46.39,82.69,96.12,53.53,59.5485,F
S5183,94.03,58.58,69.18,52.44,80.61,71.1885,C
S5184,87.25,73.14,85.01,99.55,66.15,74.799,C
S5185,44.44,99.28,83.39,60.39,66.92,74.5595,C
S5186,64.43,87.6,75.44,70.44,73.96,76.2825,C
S5187,60.24,62.83,85.24,52.25,85.87,70.2605,C
S5188,87.11,74.55,73.05,79.24,63.82,73.8865,C
S5189,64.62,77.4,55.81,74.18,54.05,63.7125,D
S5190,81.08,89.36,59.11,83.34,71.22,73.8635,C
S5191,76.15,84.19,62.3,77.13,52.75,68.423,D
S5192,98.54,74.16,53.16,69.91,84.86,77.139,C
S5193,96.27,80.15,85.57,86.89,97.96,85.8105,B
S5194,65.66,84.76,68.37,51.25,82.94,72.8715,C
S5195,83.41,47.99,54.68,77.05,63.77,59.572,F
S5196,89.77,52.03,91,55.69,59.09,64.999,D
S5197,93.93,81.32,84.18,71.8,61.64,74.3935,C
S5198,44.09,91.03,72.61,89.56,61.08,70.6925,C
S5199,58.12,64.56,62.37,57.12,65.69,60.6275,D
S5200,59.21,98.79,57.59,96.79,54.87,68.5075,D
S5201,66.07,52.96,72.92,94.43,94.79,73.5485,C
S5202,50.16,65,94.26,70.75,94.26,77.396,C
S5203,69.77,62.71,59.42,50.3,80.76,66.309,D
S5204,79.79,95.82,78.43,89.49,53.1,74.642,C
S5205,69.84,57.12,98.08,94.04,90.2,78.277,C
S5206,79.95,68.25,81.86,58.74,53.09,66.895,D
S5207,43.99,51.23,72,95.81,55.32,58.783,F
S5208,92.56,71.28,85.82,95.7,66.26,74.48,C
S5209,96.34,91.44,91.23,73.56,71.57,80.8525,B
S5210,77.07,58.24,79.53,89.9,67.69,68.287,D
S5211,92.88,88.65,93.59,72.25,58.26,77.376,C
S5212,47.89,94.68,75.73,78.2,55.61,66.866,D
S5213,87.85,44.38,91.5,65.99,92.97,73.9075,C
S5214,47.15,85.39,97.6,57.97,68.16,72.34,C
S5215,64.48,55.32,75.06,87.33,60.93,63.548,D
S5216,59.43,50.52,80.25,50.07,74.35,64.434,D
S5217,75.14,76.07,80.47,78.98,51.84,67.764,D
S5218,58.09,82.34,89.07,93.23,80.01,80.88,B
S5219,78.24,63.69,91.15,61.06,62.42,70.988,C
S5220,62.04,42.35,51.36,66.64,79.91,62.2345,D
S5221,91.65,94.52,86.67,79.37,80.71,87.298,B
S5222,78.03,83.84,89.19,62.34,90.46,80.44,B
S5223,52.92,56.3,85.02,92.37,61.5,66.208,D
S5224,60.17,69.81,85.68,68.33,73.17,69.724,D
S5225,90.85,41.67,52.07,79.08,98.09,72.8155,C
S5226,63.19,60.36,72.1,61.31,86.36,69.2925,D
S5227,72.15,71.35,90.91,52.07,98.77,78.5795,C
S5228,78.94,71.03,96.7,58.69,96.37,83.6785,B
S5229,60.87,52.49,61.47,52.31,80.54,61.9165,D
S5230,57.64,86.6,78.96,73.43,63.2,72.238,C
S5231,68.52,57.93,90.22,79.33,87.85,75.9565,C
S5232,52.89,74.82,87.62,52.23,84.91,71.9925,C
S5233,57.05,56.29,80.94,54.52,79.44,66.345,D
S5234,43.72,65.51,50.93,74.28,84.89,64.185,D
S5235,58.24,52.45,86.19,89.96,80.68,72.582,C
S5236,59.24,77.98,88.66,81.4,75.97,77.451,C
S5237,97.71,65.54,86.14,55.24,70.8,74.3865,C
S5238,75.38,40.97,88.29,94.38,52.24,64.148,D
S5239,87.24,41.69,71.55,95.87,93.28,72.227,C
S5240,42.72,68.27,99.69,66.25,93.28,74.958,C
S5241,46.39,50.99,88.54,80.8,79.7,66.632,D
S5242,88.87,75.1,78.93,74.62,63.39,73.249,C
S5243,77.41,64.49,96.71,97.1,51.41,68.2885,D
S5244,51.46,79.27,95.41,75.44,50.07,67.228,D
S5245,64.29,97.14,90.73,98,53.65,76.703,C
S5246,72.32,71.72,78.18,59.97,67.99,67.559,D
S5247,90.62,87.24,76.36,67.28,59.42,72.071,C
S5248,43.62,85.18,66.44,89.07,63.25,65.861,D
S5249,75.8,95.31,62.54,89.18,84.98,82.7955,B
S5250,83.02,52.84,75.62,86.61,97.96,76.71,C
S5251,98.67,89.64,78.89,92.98,60.34,77.569,C
S5252,88.43,94.33,62.23,85.13,73.28,80.5685,B
S5253,56.57,63.57,96.13,81.8,99.57,77.5635,C
S5254,82.57,58.83,77.86,72.95,96.58,77.176,C
S5255,85.8,97.12,76.33,73.35,67.62,79.9455,C
S5256,83.78,77.66,71.78,70.31,65.98,72.444,C
S5257,89.21,62.84,52.9,81.01,62.11,66.5305,D
S5258,94.22,87.51,94.12,70.33,57.77,75.2775,C
S5259,45.91,58.27,65.85,57.37,73,59.8735,F
S5260,46.29,50.58,82.12,55.33,67.06,60.4725,D
S5261,87.78,72.64,80.37,96.22,87.24,79.2965,C
S5262,55.14,73.97,79.22,51.24,61.84,66.6675,D
S5263,43.51,89.54,76.29,55.27,86.82,73.678,C
S5264,64.07,67.42,59.07,72.27,64.41,63.961,D
S5265,89.19,88.88,64.03,63.15,79.64,76.7,C
S5266,47.59,58.68,76.21,70.29,81.92,69.23,D
S5267,80.31,74.52,89.47,55.87,83.59,77.976,C
S5268,40.22,52.51,71.6,56.55,58.77,55.4365,F
S5269,46.58,63.13,60.2,90.03,64.14,62.9695,D
S5270,61.05,91.45,54.4,87.96,62.31,69.569,D
S5271,45.02,52.96,83.15,55.21,78.81,63.9595,D
S5272,90.75,88.61,71.17,83.39,53.79,72.7065,C
S5273,91.84,56.97,56.27,80.47,75.91,69.334,D
S5274,85.33,42.07,83.72,85.67,54.37,62.328,D
S5275,54.55,46.6,60.38,73.72,66.85,56.7065,F
S5276,71.39,84.75,75.45,63.5,84.34,75.0505,C
S5277,51.05,55.72,65.31,83.18,70.63,61.761,D
S5278,56.88,79.25,96.58,68.57,64.02,70.1545,C
S5279,70.96,81.95,61.41,60.95,80.79,75.125,C
S5280,84.1,60.71,71,70.43,87.01,74.6435,C
S5281,45.68,68.5,97.97,88.16,62.73,71.0975,C
S5282,57.8,64.23,65.94,73.79,64.97,63.1885,D
S5283,95.6,96.84,82.23,64.99,82.01,83.9965,B
S5284,65.75,59.2,65.84,91.59,98.26,76.7755,C
S5285,96.33,51,55.53,94.08,60.69,66.034,D
S5286,99.48,61.94,81.38,71.66,82.71,77.233,C
S5287,71.6,80.17,95.8,68.73,95.33,83.5045,B
S5288,57.28,81.84,72.63,80.63,73.1,72.8595,C
S5289,87.45,95.44,81.31,52.9,65.84,78.046,C
S5290,49.56,92.91,80.44,84.57,83.34,79.5265,C
S5291,55.12,57.3,70.75,89.11,51.57,62.3725,D
S5292,87.09,67.31,80.74,69.87,68.01,74.132,C
S5293,66.02,84.84,62.97,58.73,62.9,67.4115,D
S5294,52.09,94.99,68.9,51.44,61.23,65.589,D
S5295,79.07,60.23,72.12,81.86,58.99,63.674,D
S5296,83.97,66.67,93.2,63.45,86.85,76.258,C
S5297,47.5,93.97,67.42,73.19,97.75,77.7495,C
S5298,56.62,61.51,81.76,69.32,69.24,65.7035,D
S5299,53.28,68.83,60.67,58.74,52.46,56.177,F
S5300,62.79,94.27,62.63,75.42,85.95,78.8325,C
S5301,85.81,88.13,82.42,72.98,76.91,78.588,C
S5302,82.82,54.61,88.12,81.21,86.18,75.8385,C
S5303,79.75,59.49,73.11,62.59,82.4,69.2955,D
S5304,40.38,61.18,66.75,60.73,95.27,70.1585,C
S5305,48.53,94.76,95.51,90.72,57.02,75.374,C
S5306,53.4,99.94,56.79,85.11,58.46,69.4925,D
S5307,56.32,86.44,86.04,88.61,67.08,76.504,C
S5308,48.79,69.06,84.51,56.16,74.57,66.177,D
S5309,64.62,40.61,84.51,61.2,96.29,71.599,C
S5310,44.51,81.85,96.77,78.78,95.35,80.8675,B
S5311,85,63.36,86.41,92.86,93.59,80.5645,B
S5312,87.26,77.98,65.08,94.61,61.13,70.566,C
S5313,74.46,76.4,67.67,91.6,86.48,76.3785,C
S5314,45.38,68.85,69.56,52.17,69.17,64.7365,D
S5315,93.4,96.66,51.54,91.04,96.56,87.013,B
S5316,97.94,41.39,95.68,94.95,60.73,68.2895,D
S5317,52.14,82.73,53.68,52.84,57.06,61.4375,D
S5318,82.28,64.59,84.99,70.81,92.12,76.495,C
S5319,90.52,82.83,86.51,76.83,85.85,81.195,B
S5320,72.39,80.51,92.19,61.64,91.07,82.8395,B
S5321,59.4,40.61,77.67,75.83,57.9,57.956,F
S5322,68.71,57.12,86.26,94.3,94.24,77.0375,C
S5323,70.74,51.35,65.14,93.35,83.88,72.4635,C
S5324,64.04,50.02,87.28,96.99,82.58,71.671,C
S5325,95.79,83.71,67.17,74.21,79.13,78.2115,C
S5326,84.63,54.37,95.14,70.53,88.24,75.448,C
S5327,54.48,68.48,58.17,83.29,70.78,66.4055,D
S5328,75.13,54.82,65.79,70.84,56.64,61.709,D
S5329,81.32,74.81,74.94,52.1,76.96,70.5195,C
S5330,48.41,83.23,88.79,86,87.41,79.4805,C
S5331,61.51,59.86,87.44,64.05,57.68,64.9565,D
S5332,94.33,76.18,60.54,52.45,61.2,68.9605,D
S5333,74.03,89.49,57.21,51.03,84.83,76.9605,C
S5334,53.02,45.65,65.2,96.57,63.48,59.2265,F
S5335,47.37,82.64,74.19,62.6,58.5,63.664,D
S5336,71.09,59.39,76.95,72.39,94.47,76.1185,C
S5337,72.86,47.36,71.46,97.53,58.04,61.598,D
S5338,60.06,72.74,83.15,73.38,67.21,67.6225,D
S5339,77.82,53.58,71.38,53.93,71.42,63.079,D
S5340,44.12,89.28,97.32,77.6,73.81,77.279,C
S5341,48.71,42.57,63.05,54.41,68.07,53.4135,F
S5342,72.78,45.92,81.37,54.75,95.63,70.2115,C
S5343,43.71,71.26,80.57,92.57,82.93,71.238,C
S5344,92.85,75.34,64.08,64.47,67.97,72.9875,C
S5345,48.53,83.79,70.58,83.93,67.89,70.089,C
S5346,80.44,55.56,68.27,75.45,75.15,67.3115,D
S5347,63.47,90.51,58.62,61.12,51.68,66.307,D
S5348,63.99,97.19,73.86,75.89,96.33,85.213,B
S5349,85.89,69.94,69.33,53.45,61.17,67.079,D
S5350,69.97,85.63,58.92,67.36,84.88,74.321,C
S5351,83.54,71.49,72.49,76.14,88.89,78.488,C
S5352,70.31,44.17,71.09,61.42,91.37,70.4755,C
S5353,75.57,59.57,56.57,83.01,58.28,60.7585,D
S5354,85.64,45.25,56.56,52.59,76.83,62.2855,D
S5355,76.44,99.33,82.38,74.24,54.18,73.7585,C
S5356,76.94,53.74,85.33,85.75,90.24,76.5825,C
S5357,87.35,78.15,97.06,71.5,74.32,79.9,C
S5358,96.95,57.06,54.35,93.73,57.92,64.739,D
S5359,62.6,79.19,55.89,81.61,85.93,72.591,C
S5360,74.63,52.62,52.59,97.92,66.56,66.638,D
S5361,45.18,87.12,76.61,64.21,55.73,66.9685,D
S5362,61.53,46.65,81.14,96.94,73.05,69.342,D
S5363,64.72,93.71,70.18,80.34,61.76,74.3745,C
S5364,90.11,90.43,89.9,87.26,97.51,89.598,B
S5365,70.8,80.73,84.33,95.11,68.07,73.994,C
S5366,83.86,44.04,99.29,77.56,78.62,72.9745,C
S5367,41.14,52.51,56.89,93.11,97.42,68.129,D
S5368,67.87,91.56,52.92,77.08,69.69,71.7485,C
S5369,94.08,47.32,63.74,79.96,67.91,66.002,D
S5370,53.46,49.36,50.95,72.25,58.12,57.3475,F
S5371,41.89,72.64,96.63,57.28,96.92,74.087,C
S5372,66,56.45,65.2,77.68,90.04,69.5375,D
S5373,82.27,53.32,77.62,98.87,61.05,68.5555,D
S5374,67.27,74.55,65.9,89.36,66.63,71.958,C
S5375,67.6,62.35,62.29,87.37,95.75,77.123,C
S5376,80.19,48.43,57.62,82.17,76.86,66.849,D
S5377,55.26,72.09,66.02,67.4,77.82,66.4755,D
S5378,85.11,63.22,80.77,58.48,82.41,73.073,C
S5379,49.19,84.07,98.58,61.23,88.11,80.334,B
S5380,63.75,46.17,77.9,50.32,96.96,69.41,D
S5381,79.36,77.24,76.64,83.67,90.11,81.745,B
S5382,89.7,66.19,51.76,90.59,96.73,77.1895,C
S5383,87.49,64.36,92,63.45,91.03,76.7925,C
S5384,83.3,53.94,52.24,54.59,52.32,57.861,F
S5385,61.55,41.83,95.31,66.79,55.88,61.6045,D
S5386,47.34,90.86,76.93,64.6,94.24,81.0375,B
S5387,53.01,59.58,58.42,72.54,51.38,58.5125,F
S5388,91.89,80.87,72.59,63.21,89.71,80.8935,B
S5389,91.44,96.86,99.75,66.99,92.49,90.3845,A
S5390,97.09,73.9,65.25,95.38,70.77,77.715,C
S5391,44.56,63.83,63.47,66.74,67.74,59.258,F
S5392,72.21,56.1,55.9,89.28,59.72,64.8455,D
S5393,78.92,96.04,79.86,81.29,52.45,74.346,C
S5394,82.64,80.92,54.46,66.88,87.27,78.424,C
S5395,78.63,79.92,88.3,90.89,53.69,74.0405,C
S5396,86.2,65.57,95.96,79.75,97.23,81.6205,B
S5397,61.57,90.7,96.59,50.43,64.84,71.719,C
S5398,50.77,82.82,55.4,53.44,89.71,70.6575,C
S5399,52.28,56.99,77.91,87.63,52.98,59.753,F
