Student_ID,Attendance (%),Study_Hours_per_Week,Sleep_Hours_per_Night,Extracurricular_Activities
S3249,75.58,14.2,4.2,No
S3250,85.04,18.6,7.8,Yes
S3251,92.78,16.4,8.5,Yes
S3252,73.36,14.9,4.6,No
S3253,91.75,23,6.9,Yes
S3254,58.88,6.4,4.4,Yes
S3255,57.96,16.8,8.1,Yes
S3256,82.87,11.6,8.9,No
S3257,93.51,7.1,6.5,Yes
S3258,94.62,16.6,5.6,No
S3259,82.19,9.3,8.2,Yes
S3260,76.27,11.5,6.6,Yes
S3261,66.57,17.7,6.2,Yes
S3262,99,29.3,5.1,No
S3263,65.98,22.1,7.1,No
S3264,87.21,12,7,No
S3265,76.6,14.6,5.3,Yes
S3266,80.43,15.2,5.1,Yes
S3267,69.67,8.8,6.2,Yes
S3268,98.24,9,6.3,No
S3269,78.58,8.7,4.6,Yes
S3270,96.89,18,5.4,No
S3271,50.38,21.9,4.8,No
S3272,78.63,19.8,8.5,No
S3273,85.86,29.4,4.4,No
S3274,87.25,8.1,8.4,Yes
S3275,95.25,29.7,6.6,Yes
S3276,50.22,16.7,7.3,Yes
S3277,50.02,10.5,8.6,No
S3278,73.61,28.6,5.8,No
S3279,51.46,16.7,7.5,Yes
S3280,98.73,13.7,7.4,Yes
S3281,61.1,10.3,8.9,Yes
S3282,73.63,11.7,4.2,No
S3283,53.06,29.5,6.3,Yes
S3284,76.1,12.6,8.9,No
S3285,69,29.4,5.6,Yes
S3286,52.23,13.3,8.8,No
S3287,66.76,10.8,8.1,Yes
S3288,69.57,9.6,5.7,Yes
S3289,99.5,15.3,4.1,Yes
S3290,60.39,10.9,5.4,No
S3291,77.24,22.4,4.6,Yes
S3292,99.37,11,6.1,No
S3293,89.6,25.9,8.7,Yes
S3294,99.67,25.9,6.6,No
S3295,98.41,12.1,6.2,Yes
S3296,74.48,23.8,5.1,Yes
S3297,84.82,26.4,7.1,Yes
S3298,55.52,19.8,6.3,Yes
S3299,72.06,14.2,7.9,Yes
S3300,90.45,16,6.6,Yes
S3301,75.27,24.7,8.4,Yes
S3302,85.13,12.3,7.9,No
S3303,87.29,13.4,4.7,No
S3304,62.67,9,4.7,No
S3305,93.78,15,4.1,Yes
S3306,72.99,7.2,5.8,No
S3307,60.51,13,4.3,No
S3308,93.27,14.3,6.2,No
S3309,70.89,11.4,5.2,No
S3310,87.52,7.5,6.5,Yes
S3311,77.4,18,4.8,No
S3312,69.09,26.6,6.7,No
S3313,90.49,13.4,8.8,Yes
S3314,79.22,10.9,7.2,No
S3315,69.53,12.1,6.8,Yes
S3316,55.48,26.5,7.9,No
S3317,94.77,18.2,4,Yes
S3318,51.77,8.3,5.4,Yes
S3319,93.16,22.7,8.9,No
S3320,68,8.9,7.9,Yes
S3321,81.97,6.5,4.5,Yes
S3322,96.11,11.4,5.6,Yes
S3323,57.59,9.2,6.2,No
S3324,78.35,20.1,8.7,Yes
S3325,88.22,17.1,6.9,No
S3326,87.88,23.1,4.4,No
S3327,76.28,17.8,6.5,Yes
S3328,81.24,15.5,5.4,Yes
S3329,87.88,18.2,5.7,No
S3330,92.05,15.9,4.6,No
S3331,88.09,5.9,6.3,Yes
S3332,67.7,22,7.3,No
S3333,99.84,29.1,7.8,No
S3334,71.73,15.6,7.5,Yes
S3335,51.22,15.6,7.3,No
S3336,68.13,6.1,8.3,No
S3337,56.39,27.3,5.7,Yes
S3338,56.07,28.2,5.1,No
S3339,64.08,25.3,4.4,Yes
S3340,52.67,7.7,4.8,Yes
S3341,84.43,27.5,4.7,Yes
S3342,53.7,5.6,8.6,Yes
S3343,60.16,16.1,4.9,Yes
S3344,54.64,17.5,4.5,Yes
S3345,53.16,25.9,6,No
S3346,63.39,23.8,4.8,Yes
S3347,78.59,24.9,4.7,No
S3348,98.23,26.7,5.8,No
S3349,93.78,16.9,8.6,No
S3350,93.8,24.5,4.2,Yes
S3351,58.8,6.7,5,Yes
S3352,63.25,16.1,8.1,Yes
S3353,53.82,5.8,5.2,No
S3354,88.92,27.9,6.2,Yes
S3355,53.49,29,4.5,No
S3356,77.83,7.1,8,Yes
S3357,62.39,18.3,7.7,No
S3358,62.17,13.1,4.6,Yes
S3359,99.54,13.6,8.7,No
S3360,87.84,16.3,7,Yes
S3361,91.85,8.1,8,Yes
S3362,78.6,9.5,7.8,Yes
S3363,93.55,19.4,6.6,Yes
S3364,82.27,5.5,7.7,No
S3365,97.31,20,5.2,Yes
S3366,64.07,13,4.1,No
S3367,79.77,25.8,5.7,No
S3368,84.51,20,4.8,No
S3369,69.65,22.7,8.9,Yes
S3370,93.99,7.9,8.6,Yes
S3371,98.99,11.6,4.7,Yes
S3372,74.69,29.9,5.7,Yes
S3373,69.53,15.8,6.5,Yes
S3374,73.6,14,6,No
S3375,92.64,26.8,7.5,Yes
S3376,82.27,5.8,6.5,Yes
S3377,52.24,18.4,6.8,Yes
S3378,77.11,10.3,7.4,No
S3379,50.87,14.2,4.1,Yes
S3380,88.93,10,4.1,No
S3381,66.42,5.9,4.9,Yes
S3382,73.6,15.4,7.6,No
S3383,89.93,24.7,5.2,Yes
S3384,52.32,28.8,8.6,No
S3385,57.93,20.6,4.4,Yes
S3386,69.9,14.7,6.9,Yes
S3387,61.5,24.2,4.1,Yes
S3388,66.9,17.6,8.9,No
S3389,99.91,14.2,5.1,Yes
S3390,91.27,9.5,6.9,Yes
S3391,94.2,24.9,8.8,Yes
S3392,96.85,17.5,4.2,Yes
S3393,67.05,29.1,6.6,No
S3394,64.85,25,6.6,Yes
S3395,61.7,15.5,5.8,Yes
S3396,91.51,23.5,7.3,Yes
S3397,83.98,16.3,6.7,No
S3398,61.81,7,5.2,Yes
S3399,68.85,17.9,7.5,Yes
S3400,75.34,26.6,6.3,Yes
S3401,76.41,26.4,6.4,No
S3402,94.44,19.4,8.8,Yes
S3403,69.03,14.5,6.7,Yes
S3404,95.43,5.3,7.9,Yes
S3405,72.07,12.8,8.3,Yes
S3406,87.32,29.7,6.9,No
S3407,96.51,23.2,7.9,No
S3408,95.38,22.9,5.5,Yes
S3409,52.85,24,4.9,Yes
S3410,60.29,20.5,7.5,No
S3411,73.85,19.6,8.6,Yes
S3412,71.58,16.3,4.2,No
S3413,82.04,16.1,7.8,Yes
S3414,97.24,26.8,4.1,No
S3415,55.62,14.8,6.3,No
S3416,72.59,26,7.4,Yes
S3417,59.62,25.9,6,Yes
S3418,94.71,24.3,5.5,No
S3419,98.23,5.9,4.9,Yes
S3420,73.94,8.7,8.9,Yes
S3421,55.2,12.9,6.9,Yes
S3422,89.26,26.2,4.6,Yes
S3423,84.86,26.8,4.2,Yes
S3424,67.73,6,5.2,No
S3425,94.37,13.1,6.7,No
S3426,98.79,26.3,7.8,Yes
S3427,77.89,11.2,8.9,No
S3428,78.29,29.4,8.2,Yes
S3429,64.88,17.2,7.1,Yes
S3430,79.23,28.4,7.3,No
S3431,71.98,15.7,6.6,No
S3432,65.11,13.1,6.2,No
S3433,53.36,14.1,7.9,No
S3434,62.64,27.1,4.9,No
S3435,59.89,13.3,5.7,Yes
S3436,77.1,21.7,8.9,No
S3437,80.08,16.7,6.9,No
S3438,80.43,28.5,6.5,No
S3439,69.41,9,8.3,No
S3440,71.06,15.7,7.8,No
S3441,91.71,8.1,5.6,Yes
S3442,73.81,19.5,7.1,Yes
S3443,99.39,15.1,4.9,No
S3444,71.98,6.5,4.3,Yes
S3445,82.48,26.2,8.9,Yes
S3446,52.52,14.4,7.7,Yes
S3447,82.67,17.3,8.7,Yes
S3448,92.57,15.2,8.2,No
S3449,97.12,17.2,6.1,No
S3450,99.87,5.4,8.3,Yes
S3451,64.11,25.4,7.9,Yes
S3452,78.77,13.3,5.3,Yes
S3453,72.54,23.1,7.1,No
S3454,78.19,6.6,5.5,Yes
S3455,57.87,18.1,5.2,No
S3456,92.81,27.7,4.4,No
S3457,95.48,15,6.7,Yes
S3458,72.48,9.9,6,No
S3459,64.02,7.5,4.4,No
S3460,57.04,26.5,7.6,Yes
S3461,84.19,11,7.6,Yes
S3462,65.61,29.4,5.2,Yes
S3463,95.48,11.2,8.8,No
S3464,83.55,17,7.9,Yes
S3465,82.28,16.4,8,No
S3466,77.97,6.6,4,No
S3467,52.29,18.3,8.9,Yes
S3468,96.6,21.8,9,No
S3469,81.4,23.6,6.5,No
S3470,99.7,18.1,8.9,No
S3471,76.87,25.3,7.1,No
S3472,85.51,23.8,4.7,No
S3473,52.81,9.8,8.1,No
S3474,81.59,15,6.8,No
S3475,88.23,8.6,5.7,No
S3476,88.93,8.3,5.2,Yes
S3477,88.51,22.8,6.6,Yes
S3478,61.31,18.3,7.5,Yes
S3479,98.77,20,8.4,No
S3480,99.76,23.3,7,Yes
S3481,53.78,11.9,6.1,Yes
S3482,96.82,15,7.2,No
S3483,64.47,20.2,6.5,Yes
S3484,84.46,7.4,7.3,Yes
S3485,66.91,25.8,7,Yes
S3486,98.39,13.6,8.9,No
S3487,55.08,21.5,7.1,No
S3488,74.89,29.9,7.5,No
S3489,71.4,16.9,8.5,No
S3490,66.3,10.4,8.6,No
S3491,82.28,10.4,4.7,No
S3492,56.55,6.5,6.3,No
S3493,85.83,24.2,8.7,No
S3494,99.03,12.3,8.8,Yes
S3495,90.23,9.3,5,Yes
S3496,93,22.8,6.2,Yes
S3497,67.98,12.7,5.4,Yes
S3498,66.24,20,8,Yes
S3499,75.85,15.4,8.3,Yes
S3500,52.29,13.4,6.3,No
S3501,97.27,17.2,7.4,Yes
S3502,57.19,12.8,8.3,No
S3503,95.15,26.8,7.5,Yes
S3504,54.18,6.8,4.8,Yes
S3505,91.13,5.8,7.6,No
S3506,57.6,15.2,4.8,Yes
S3507,51.91,9.3,7.3,Yes
S3508,85.97,23.6,5.7,No
S3509,64.01,13.8,4.3,No
S3510,85.72,11.5,5.1,No
S3511,77.75,14,6.3,No
S3512,55.44,10.5,9,Yes
S3513,96.61,12.5,5.3,No
S3514,72.62,19.2,8.9,Yes
S3515,86.72,26.6,5.8,Yes
S3516,75.05,14.3,8.8,No
S3517,80.22,13,8.8,No
S3518,65.14,24.5,4.7,No
S3519,60.02,5.6,8.1,No
S3520,77.13,12.6,6.6,Yes
S3521,72.01,16.3,7.4,Yes
S3522,69.51,20,7.9,Yes
S3523,83.63,8.9,4.6,No
S3524,84.53,15.8,8,No
S3525,52.3,19.2,5.5,Yes
S3526,66.94,17.8,7.7,Yes
S3527,70.59,19.4,6.9,No
S3528,54.84,21.6,7.4,Yes
S3529,61.8,14.5,7.1,No
S3530,52.58,6.6,8.1,No
S3531,99.81,6.4,8.5,No
S3532,86.83,26.5,6.2,No
S3533,54.37,21.9,6,Yes
S3534,51.01,24.1,5.2,No
S3535,85.96,28.2,8.1,Yes
S3536,71.96,23.8,8.8,Yes
S3537,89.34,22.3,5,Yes
S3538,96.17,21.4,6.3,Yes
S3539,79.97,11.5,7.9,Yes
S3540,59.36,28.9,7.2,No
S3541,89.11,18.6,8.1,Yes
S3542,97.79,10.6,4.1,Yes
S3543,79.01,10.2,8.6,Yes
S3544,84.1,25.4,4.3,Yes
S3545,66.87,11.3,6.2,No
S3546,69.08,6,5.4,Yes
S3547,86.73,15.7,8.6,No
S3548,96.39,25.4,5.4,Yes
S3549,81.45,15.4,5.9,No
S3550,89.49,25.1,8.4,Yes
S3551,58.58,25.7,6.7,Yes
S3552,60.6,26.4,8.5,No
S3553,76.6,19.7,7.3,No
S3554,58.83,22.5,4.4,No
S3555,81.75,11.5,6.2,No
S3556,64.58,7.5,4.9,Yes
S3557,89.58,18.3,4.3,Yes
S3558,90.41,5.3,5.9,Yes
S3559,73.19,16.6,8.5,No
S3560,59.04,7.6,4.6,Yes
S3561,82.34,7.7,4,No
S3562,99.64,26.8,8.7,No
S3563,81.13,21,6.7,Yes
S3564,51.79,21.1,6.8,Yes
S3565,50.86,15.1,8.6,No
S3566,66.02,15.3,7.5,Yes
S3567,59.79,12.6,8.1,No
S3568,90.65,15.9,7.9,No
S3569,92.24,19.7,7.1,Yes
S3570,62.93,9.7,7.4,No
S3571,66.28,11.5,6.8,No
S3572,61.81,17.4,5.8,Yes
S3573,95.42,14.6,5.4,Yes
S3574,75.13,25.5,4.9,Yes
S3575,82.81,25.5,5.8,No
S3576,70.77,13.4,6.9,No
S3577,81.55,16.3,6.9,No
S3578,69.29,29.4,7.4,No
S3579,66.98,25.7,8.4,No
S3580,81.72,10.4,7.3,No
S3581,79.55,12,4.9,No
S3582,64.68,7.1,4.1,Yes
S3583,57.47,21.9,5,Yes
S3584,68.43,12.9,8.5,No
S3585,70.76,18.4,6.8,Yes
S3586,81.43,24.2,8.2,Yes
S3587,95.73,25.9,5.2,No
S3588,51.81,13.1,7.5,No
S3589,62.18,10.9,7.7,Yes
S3590,59.69,26.2,8,No
S3591,75.11,14.5,6.7,No
S3592,71.49,25.5,8,No
S3593,86.45,8.7,8.7,Yes
S3594,62.12,27.8,8.8,Yes
S3595,79.72,17.1,4.6,No
S3596,94.19,9.3,7.1,Yes
S3597,95.53,18.4,4.6,Yes
S3598,97.94,26.8,8.6,Yes
S3599,88.66,14.7,8.8,No
S3600,95.3,9.5,6.5,No
S3601,61.73,19.4,8.8,No
S3602,59.88,25.9,7.8,No
S3603,50.32,8,7.5,No
S3604,85.34,6,6.9,No
S3605,96.87,6.4,6,No
S3606,59.35,10.8,8.8,No
S3607,81.85,5.2,5,Yes
S3608,87.32,15.7,8,No
S3609,96.38,22.4,5.8,Yes
S3610,82.34,22.8,7.8,Yes
S3611,98.51,20.9,4.8,No
S3612,67.23,12.4,5.9,Yes
S3613,67.5,23.4,8.7,No
S3614,77.15,19.4,6.8,No
S3615,69.18,26.5,6.5,Yes
S3616,50.07,17,7.8,No
S3617,86.59,9.5,6.1,Yes
S3618,87.59,20.9,6.5,Yes
S3619,87.35,8.8,6.8,Yes
S3620,67.25,29.1,8.9,Yes
S3621,76.11,22.6,8,No
S3622,68,23.9,4.2,No
S3623,50.8,22,7.9,No
S3624,78.12,7.4,6.5,No
S3625,56.19,16.6,5.2,Yes
S3626,54,21.3,8.3,Yes
S3627,87.77,10.7,5.4,Yes
S3628,50.48,22,5.6,No
S3629,97.95,25.5,4.3,No
S3630,75.76,11.9,8.9,Yes
S3631,99.15,10,8,No
S3632,52.9,27.1,4.7,No
S3633,79.18,5.1,6.4,Yes
S3634,67.47,11.4,5.7,No
S3635,92.17,15.2,4.2,Yes
S3636,68.06,21.8,8.6,No
S3637,63.02,29.9,8.2,Yes
S3638,92.88,14.3,8.9,No
S3639,68.73,28.7,5.2,No
S3640,50.84,14.2,7.5,Yes
S3641,69.51,22.4,4.6,Yes
S3642,82.73,9.1,6.2,No
S3643,62.72,16.5,8.2,No
S3644,71.6,26.8,4,Yes
S3645,52.84,13,6.4,No
S3646,79.4,7.6,6.2,No
S3647,87.81,18.1,7.5,Yes
S3648,70.67,16,5.2,Yes
S3649,71.01,10.7,4.9,No
S3650,54.41,27.6,7.3,Yes
S3651,60.1,20,7.2,Yes
S3652,57.73,13.7,7.8,Yes
S3653,74.08,29.9,5.2,No
S3654,76.46,8.4,4.1,No
S3655,97.45,26.2,8.4,No
S3656,53.66,10.8,5,Yes
S3657,79.99,11,6.1,Yes
S3658,76.32,17.5,6.3,Yes
S3659,75.81,21.5,4.9,No
S3660,93.66,22.3,6.6,Yes
S3661,60.28,5.6,8.6,Yes
S3662,52.04,12.2,5.4,Yes
S3663,83.61,21.5,6.6,No
S3664,67.26,27.2,5.5,Yes
S3665,50.88,21.7,8.9,No
S3666,62.57,11.6,5.1,No
S3667,65.47,17.7,4.5,Yes
S3668,80.84,21.2,4.7,No
S3669,58.63,8.4,5.8,No
S3670,70.65,18.6,6.8,No
S3671,74.12,16.8,7.3,No
S3672,72.96,13.4,6.8,No
S3673,98.7,20.6,8.5,No
S3674,52.28,20.9,5.8,No
S3675,97.55,29.3,7.6,Yes
S3676,79.1,15.7,5.3,No
S3677,89.79,18.3,7.4,Yes
S3678,71.52,8.9,8.6,No
S3679,72.69,18.7,8.9,No
S3680,93.97,5.9,7.6,Yes
S3681,94.8,8.7,8.7,Yes
S3682,61.93,9.3,7.4,No
S3683,59.96,20.8,8.8,Yes
S3684,74.81,19.2,8.5,No
S3685,95.01,25,4.5,No
S3686,66.12,16.6,6.4,No
S3687,82.6,16.9,5.7,Yes
S3688,85.41,9,4.1,No
S3689,88.93,23.6,6.3,No
S3690,78.2,5.1,4.7,Yes
S3691,70.12,15.6,4.2,No
S3692,98.35,9.7,6.2,No
S3693,80.57,24.3,5.2,Yes
S3694,86.43,21.8,8.7,Yes
S3695,67.25,22.7,8.1,No
S3696,83.5,8.7,8.8,Yes
S3697,62.89,21.7,8.4,No
S3698,62.25,22.3,7.6,Yes
S3699,85.74,5.1,7,Yes
S3700,76.07,12.9,4.3,No
S3701,84.16,7.2,5.3,No
S3702,63.47,22,7.6,Yes
S3703,79.94,10.3,6,No
S3704,72.2,11.6,5.6,No
S3705,79.85,7,4.5,Yes
S3706,64.54,17.1,4.4,Yes
S3707,85.77,5.8,5,No
S3708,90.3,26.1,8.2,Yes
S3709,63,5.7,7.3,Yes
S3710,65.03,6.5,5.7,No
S3711,83.06,21,4.3,No
S3712,84.78,27.9,4.9,No
S3713,85.2,27.3,6.2,No
S3714,84.13,7.1,4.8,Yes
S3715,69.64,12.2,7.8,No
S3716,69.74,18,7.9,Yes
S3717,62.74,5.7,4.7,No
S3718,57.84,18.2,7.6,Yes
S3719,84.63,16.2,6.6,Yes
S3720,54.66,19.7,8.8,No
S3721,96.89,28,7.9,Yes
S3722,91.33,11.9,6.9,Yes
S3723,92.88,21,7,No
S3724,95.33,15.7,4.9,No
S3725,70.43,15.9,8.5,No
S3726,92.34,21.2,6.8,Yes
S3727,57.9,28.8,6.9,Yes
S3728,51.08,26.6,6.9,Yes
S3729,89.24,21,5.4,Yes
S3730,53.74,16.5,8.1,Yes
S3731,99.43,15.6,8.3,Yes
S3732,83.74,24.7,5.4,No
S3733,87.67,10.5,6.2,No
S3734,62.29,19.7,4.9,Yes
S3735,83.69,17.6,5.2,No
S3736,52.16,21.2,5.7,No
S3737,91.89,9.7,8.5,No
S3738,58.48,22.4,7.1,Yes
S3739,84.87,20.7,6.9,Yes
S3740,61.22,9.5,8.7,Yes
S3741,53.42,16.2,8,No
S3742,74.07,22,4.1,No
S3743,58.46,27.5,4.6,Yes
S3744,86.47,8.1,5.2,No
S3745,61.88,5.2,5.5,Yes
S3746,67.12,9.1,8.2,Yes
S3747,78.37,29.7,7.8,No
S3748,64.25,24.2,4.7,No
S3749,68.9,20.4,6.7,No
S3750,90.78,8.3,4.5,Yes
S3751,58.96,15.4,4.9,No
S3752,54.11,22.9,5.2,No
S3753,66.42,27.4,8.5,No
S3754,71.22,14.5,5.8,No
S3755,77.13,30,8.6,Yes
S3756,68.62,8.5,7.8,No
S3757,89.5,14.7,7.7,Yes
S3758,51.97,26.9,8,Yes
S3759,71.59,21.2,4.5,No
S3760,69.11,25.3,8.1,No
S3761,82.38,27.7,5.3,Yes
S3762,98.31,17.7,8.9,Yes
S3763,75.52,10.9,8.2,No
S3764,99.34,22.3,9,No
S3765,65.11,19.1,8.7,Yes
S3766,51.54,24.3,5.8,No
S3767,58.28,17.8,8.7,Yes
S3768,69.76,25.3,5.7,No
S3769,65.82,27.6,7.3,No
S3770,54.85,23.7,8.1,Yes
S3771,71.63,23.6,5.9,Yes
S3772,66.91,19.7,5,Yes
S3773,56.13,16.8,8.5,Yes
S3774,64.81,29.3,4.5,Yes
S3775,94.32,21.1,5.8,Yes
S3776,65.1,26,6.7,No
S3777,85.7,17.6,8,No
S3778,80.6,18.9,8.3,No
S3779,71.36,21.6,6.6,No
S3780,61.95,23.2,6.9,Yes
S3781,68.45,16.2,8.3,Yes
S3782,79.61,13.9,6.3,Yes
S3783,67.54,11,6.8,Yes
S3784,60.74,15.6,4.1,No
S3785,55.82,10.3,8.8,No
S3786,93.99,15.4,6.8,No
S3787,72.02,26.9,7.6,No
S3788,81.26,29.4,5.2,Yes
S3789,74.52,19.4,7.3,No
S3790,93.63,8.7,6.3,Yes
S3791,77.35,15.7,4.6,No
S3792,74.04,20.1,8.2,No
S3793,96.23,14.3,8.2,Yes
S3794,85.98,10.1,4.3,No
S3795,55.58,10.7,6,Yes
S3796,58.89,16.8,5.4,No
S3797,89.36,10.4,6.6,Yes
S3798,91.79,11.2,6.4,No
S3799,77.26,26.8,7.3,Yes
S3800,77.72,24.5,5.2,No
S3801,81.6,6.4,5.1,No
S3802,71.96,13,7.6,Yes
S3803,84.01,18.3,8.9,No
S3804,55.42,6.5,8.7,Yes
S3805,98.06,22.1,8,No
S3806,87.51,14.6,4.3,Yes
S3807,81.56,14.9,5.2,Yes
S3808,65.82,11.6,7.4,No
S3809,58.05,13.3,5.5,No
S3810,70.47,26.5,6,No
S3811,83.08,24.7,8.8,No
S3812,81.69,28.4,4.4,No
S3813,69.13,22.5,8.3,Yes
S3814,80.66,19.4,4.3,No
S3815,90.69,11.5,5.7,No
S3816,51.31,21.7,6.8,Yes
S3817,72.53,27.7,5.8,Yes
S3818,87.93,6.7,8.8,No
S3819,77.31,16.1,6.5,Yes
S3820,82.57,8.7,7.7,Yes
S3821,75.83,25.3,7.5,Yes
S3822,99.59,20.4,8.2,No
S3823,52.73,27,8.3,No
S3824,74.55,6.6,6.3,No
S3825,54.57,27.6,8.3,No
S3826,57.99,6.7,7.3,Yes
S3827,69.15,12.2,7.4,Yes
S3828,57.78,8.9,4.9,Yes
S3829,98.18,8.6,5.2,Yes
S3830,97.34,9.3,7.4,No
S3831,66.81,17,5.3,No
S3832,81.99,24.6,6.5,Yes
S3833,76.69,27.5,6.4,Yes
S3834,90.78,19.2,5.2,No
S3835,81.37,8.9,6.8,Yes
S3836,50.01,7,6.8,Yes
S3837,88.16,17.4,4.6,Yes
S3838,87.34,24.1,5.9,Yes
S3839,75.49,20.5,5.8,Yes
S3840,95.15,19.6,6.8,No
S3841,95.42,6.2,7.7,No
S3842,76.2,15.3,4.1,No
S3843,80.4,18.8,4.7,Yes
S3844,99.83,20,5.5,No
S3845,64.94,5.1,8.1,Yes
S3846,66.23,10,6.4,Yes
S3847,59.14,28.7,6.6,No
S3848,94.79,17.7,6,Yes
S3849,87.22,22.6,6.1,No
S3850,55.28,12.7,8.9,No
S3851,99.09,19.6,8.5,Yes
S3852,86.55,13.9,7.6,No
S3853,92.53,12.4,5.6,No
S3854,52.41,15.3,6.6,Yes
S3855,75.25,16.5,7.4,Yes
S3856,84.93,13.3,6,Yes
S3857,77.15,11.4,6.6,No
S3858,83.33,20.6,4.7,No
S3859,90.89,14.5,4.5,No
S3860,68.72,10,4.8,No
S3861,92.43,24,7.8,Yes
S3862,58.15,23.1,4.9,Yes
S3863,63.54,27.2,8.6,No
S3864,52.17,18.9,5.8,No
S3865,68.22,12,4.8,Yes
S3866,69,26.6,8.1,No
S3867,90.26,12,6.3,Yes
S3868,82.66,21.4,5.9,Yes
S3869,71.84,9.8,5.6,Yes
S3870,82.61,20.7,5.7,No
S3871,52.64,26,7.3,Yes
S3872,59.01,18.5,6.7,No
S3873,81.35,16.8,6.3,Yes
S3874,82.07,29.8,6.2,No
S3875,88.71,5.6,4.7,Yes
S3876,70.15,13.3,8.1,No
S3877,86.13,28,8.6,No
S3878,84.2,21.1,8,Yes
S3879,98.17,18.6,6.3,Yes
S3880,60.76,20.9,8.9,Yes
S3881,77.58,13,7.1,Yes
S3882,80.09,6.8,7.9,Yes
S3883,99.93,11.9,7.7,No
S3884,60.06,13.4,7.5,No
S3885,76.16,17,7.2,No
S3886,67.31,14.8,5.1,No
S3887,76.29,18,5.5,Yes
S3888,61.61,9.9,8.4,Yes
S3889,52.38,9.6,4.9,Yes
S3890,78.63,13.8,4.8,Yes
S3891,66.79,16.8,5.4,Yes
S3892,59.1,13.5,5.8,No
S3893,66.2,19.4,6.8,Yes
S3894,52.46,12.8,7,No
S3895,97.52,9.4,8,No
S3896,79.06,26.6,4.4,Yes
S3897,90.74,10,5,Yes
S3898,71.16,29.2,6.5,No
S3899,95.17,29.7,5.3,No
S3900,74.17,22.4,8.4,No
S3901,78.7,17.6,7.2,Yes
S3902,74.59,24.9,6.5,Yes
S3903,86.66,26.8,4,Yes
S3904,78.33,22.7,8.3,No
S3905,63.58,7.6,6.3,No
S3906,57.28,5.1,6.7,No
S3907,80.31,9.8,7.5,Yes
S3908,74.46,9.7,8.7,No
S3909,54.8,9.6,4.8,Yes
S3910,69.78,17.7,4.4,Yes
S3911,75.74,18,4.6,Yes
S3912,91.34,23.1,7.7,Yes
S3913,53.81,10,4.6,Yes
S3914,67.42,7.3,6.5,No
S3915,91.13,21.7,7.5,Yes
S3916,82.42,17.1,7.6,Yes
S3917,64.5,21.7,6,No
S3918,92.27,14.5,7.5,No
S3919,74.66,23.8,8.8,No
S3920,74.92,22.1,4.1,Yes
S3921,98.83,21.3,7.4,Yes
S3922,97.36,5.7,6.6,Yes
S3923,67.93,26.5,5.1,No
S3924,57.03,14.4,5.5,Yes
S3925,66.28,8.4,8.2,No
S3926,51.52,23.9,6.9,No
S3927,51.04,17.2,4.1,Yes
S3928,69.78,5.8,8.8,No
S3929,97.05,24.5,7.3,No
S3930,93.57,15.9,6.2,Yes
S3931,75.57,23.9,7.6,Yes
S3932,78.26,23.9,5,Yes
S3933,50.3,7.5,5.3,Yes
S3934,60.78,20.3,4.8,Yes
S3935,51.24,14,6,Yes
S3936,87.73,18.7,8.5,Yes
S3937,57.28,7.2,5.9,No
S3938,93.45,19.7,5.4,No
S3939,82.17,24.4,7.5,No
S3940,61.47,29.7,8.3,Yes
S3941,57.89,13,5.2,Yes
S3942,81.38,8.9,8,No
S3943,95.04,14.1,5.5,Yes
S3944,85.92,5.5,5.2,No
S3945,67.43,15.2,6.4,Yes
S3946,79.37,27.9,4.3,Yes
S3947,65.54,9.9,8.3,Yes
S3948,99.96,16.9,8.4,Yes
S3949,87.44,19.3,7.4,Yes
S3950,80.72,9.5,5.5,No
S3951,71.16,13.3,4.8,No
S3952,80.91,27.8,7.5,No
S3953,67.08,12.4,4.5,No
S3954,51.44,20.9,6.1,No
S3955,69.75,8.4,4.4,No
S3956,96.52,21.7,6.1,Yes
S3957,81.32,12,4.7,Yes
S3958,54.2,10.8,4.2,Yes
S3959,94.25,8.1,6.2,Yes
S3960,63.44,6.2,6.8,No
S3961,62.19,29.2,6.2,Yes
S3962,64.85,15.3,4.9,Yes
S3963,78.86,24.4,4.4,Yes
S3964,77.23,28,4.6,No
S3965,74.57,10.1,7.6,No
S3966,85.88,26.7,4.1,Yes
S3967,65.83,22.7,8.3,No
S3968,89.1,19.4,8.2,No
S3969,58.77,25.2,8.4,No
S3970,89.13,7.8,8.4,Yes
S3971,83.19,11.6,7.3,No
S3972,84.16,8.3,8.2,Yes
S3973,74.08,27.4,7.7,No
S3974,83.35,7.5,5.5,No
S3975,53.99,29.5,7.8,No
S3976,92.58,7.7,7.1,Yes
S3977,52.78,21.5,4.1,No
S3978,57.44,21.5,7.9,Yes
S3979,78.84,28.3,8.4,Yes
S3980,86.97,13.1,6.6,No
S3981,53.81,13.3,6.4,Yes
S3982,96.04,26.2,6.1,Yes
S3983,98.68,29.5,7.6,Yes
S3984,80.3,5.8,5.1,Yes
S3985,74.06,20.9,7.9,No
S3986,87.07,11.1,5.5,Yes
S3987,66.42,23.2,5.3,No
S3988,74.66,24.3,8,Yes
S3989,95.81,24.1,4.9,Yes
S3990,97.78,15.9,8.3,No
S3991,96.35,8.9,8.9,Yes
S3992,63.12,19.6,5.6,No
S3993,61.62,24.7,8.6,Yes
S3994,64.88,27.8,6.8,No
S3995,72.07,16.3,5.3,No
S3996,65.71,11.1,6.3,Yes
